text,hashtags,placename,"Sit == True  (1), else (0)","Relevant == True (1), else (0)"
b'#HomeWithNickJ @nickjonas watch my home nick \\U0001f64c\\U0001f3fc https://t.co/Cv0Gwpohz6',HomeWithNickJ,"Whitby, Ontario",,
b'What to watch on Netflix \\U0001f914',,"Clarington, Ontario",,
"b""Who's ready for a mediocre #stream tonight? I am! Come watch me @twitch.tv/Ph0enix__Fire ill be the guy playing #minecraft @9pm MST""","stream,minecraft","Edmonton, Alberta",,
"b'NEW DRUM COVER! ""Look What You Made Me Do"" by @taylorswift13 // Click here to watch full video:\\u2026 https://t.co/X3J5mOkspj'",,"Niagara Falls, Ontario",,
b'@RDonawa Appreciate your comments. I admire the work you have done from the videos I see on your timeline.',,"Toronto, Ontario",,
b'Trying to submit my homework and work on my group projects and my computer is being a fucking butt and not working. \\U0001f643',,"Burnaby, British Columbia",,
b'Warm up on this windy \\U0001f4a8 chilly Monday with this coconut chicken curry soup \\n\\n\\u2728 shredded\\u2026 https://t.co/ynIgf9I099',,"Toronto, Ontario",,
"b'The #Oilers have scored 22 goals in 10 games, the fewest in the league. @AdamCookCTV examines the problems in\\u2026 https://t.co/U34DV3h5wy'",Oilers,"Toronto, Ontario",,
"b'4 career #NHL games for Scott Wedgewood: 1.25 GAA, .973 SVP%'",NHL,"Toronto, Ontario",,
"b'""Addressing the unconcious bias will take deep work. It\'s an emotional topic where we need to look at the systemic issues -look at the WHY.""'",,"Toronto, Ontario",,
b'Go watch McDavid live?? Even a Caps fan can have fun here. #97 \\nLooking forward to it\\U0001f44c https://t.co/EPk9IN5CAv',,"Stony Plain, Alberta",,
"b""@quincie_candice Why is everyone obsesseed with Stranger things? I haven't even watch it before""",,"Regina, Saskatchewan",,
b'@Lamey88 @342Monkey @NHL Dad and I love watching football and baseball. Just watched Game 7 with him last night. It\\u2026 https://t.co/evkmK0pi2q',,"Edmonton, Alberta",,
b'let me regain myself tonight and fcking watch out tom \\U0001f60f',,"Calgary, Alberta",,
b'A film fest opening Casino Royale style with games! #vaff2017 cc @MaryinVancity @VAFFvancouver https://t.co/XziyVIgnTq',vaff2017,River Rock Show Theatre,,
b'LIVE! stream going well gonna start up some #pvp in #Destiny2PC come join and watch! https://t.co/9Lh4vdphOt https://t.co/iUMcJdiEEB',"pvp,Destiny2PC","Halifax, Nova Scotia",,
"b""#Vancouver is a little bit chilly for this Florida girl, but apparently it's one of the warmest\\u2026 https://t.co/hysKoRp2zA""",Vancouver,"Vancouver, British Columbia",,
b'@AbemaTV hey its finally letting me watch I think',,"Edmonton, Alberta",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/CpaQbMVqYe #Retail #Hiring #CareerArc""","Toronto,job,Retail,Hiring,CareerArc","Toronto, Ontario",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/sqQUYIkiuI #ProjectMgmt #Job #Jobs #Hiring #CareerArc'","Toronto,ProjectMgmt,Job,Jobs,Hiring,CareerArc","Toronto, Ontario",,
b'. @FeedingHannibal does her best work with disaster right around the corner! #hannibal #fannibals #FannibalFest2017',"hannibal,fannibals,FannibalFest2017","Mississauga, Ontario",,
b'My #bass #guitar #teacher #DanGimour shares how it all works at his #musicstudio and beyond... https://t.co/WTSP7YWm6w #bassist #bassguitar',"bass,guitar,teacher,DanGimour,musicstudio,bassist,bassguitar","Vancouver, British Columbia",,
b'@JoostBrokamp Your God\\u2019s elect \\u201cFor God is not unrighteous to forget your work and labor of love which ye have shewd toward his name.Heb6:10',,"Greater Sudbury / Grand Sudbury, Ontario",,
b'#LifeInPieces is filling my sick day with laughs. So well written and addictive binge watching material.',LifeInPieces,"Lambton Shores, Ontario",,
b'My #bass #guitar #teacher #DanGilmour shares how it works at his #musicstudio and beyond... https://t.co/WTSP7YWm6w \\u2026 #bassist #bassguitar',"bass,guitar,teacher,DanGilmour,musicstudio,bassist,bassguitar","Vancouver, British Columbia",,
b'i hope the mv is just as colourful and minimalist and strange im really digging it.... r they working w digipedi again \\U0001f914\\U0001f914\\U0001f914',,"Toronto, Ontario",,
b'@JackieTorrens Your work is so great!!!! I love it.',,"Halifax, Nova Scotia",,
b'Here to support the amazing and important work @MegaphoneMag does for the #community #MegaphoneBreakfast\\u2026 https://t.co/pzCsA5WUpd',"community,MegaphoneBreakfast",Vancouver Public Library,,
b'Ganda ni Camille!!!!! \\u2764\\ufe0f\\U0001f49c too bad wasn\\u2019t able to watch her',,"Calgary, Alberta",,
"b""Tomorrow we game! \\U0001f3ae We're streaming our @ExtraLife4Kids marathon, so tune into keengeek.ca to watch us game, dance\\u2026 https://t.co/uQaH6PXWfb""",,"Edmonton, Alberta",,
"b""@cstockwell_s Calm down Chris. She obv. triggered you and you're all worked up. Tough being a snowflake, eh Christopher?""",,"Fredericton, New Brunswick",,
b'@saaj2000 Not watching the World Cup?',,Ottawa - Gatineau,,
b'@ryansbergara you should watch Ghost Adventures',,"Mission, British Columbia",,
b'@PennyHicks13 @DeplorableMikeG @CounterMoonbat You not watching will do nothing. So yea good luck with that.',,"Oshawa, Ontario",,
"b'Want to work in #Halifax, Nova Scotia? View our latest opening: https://t.co/4zaJPv84ix #Sales #Job #Jobs #Hiring #CareerArc'","Halifax,Sales,Job,Jobs,Hiring,CareerArc","Halifax, Nova Scotia",,
"b'I refuse to watch the #CMAawards next week, cause I stop listening to awful country music.'",CMAawards,"Wikwemikong Unceded, Ontario",,
"b""That'll do it, #bombers Harris fought his way to 1,000 yards rushing. Makes you wonder why they ignored him the past 3 games.""",bombers,"Winnipeg, Manitoba",,
b'I don\\u2019t play videos games I play skate 3',,"St. Catharines, Ontario",,
"b""Dryden Hunt with 2 assists in Springfield's 5-3 win. Has 7 pts in his last 5 games (4g, 3a). #FlaPanthers #AHL""","FlaPanthers,AHL","Montr̩al, Qu̩bec",,
b'Greenleaf is finally only Netflix. I can finally watch Season 2 without buffering lol',,"Brampton, Ontario",,
b'@natplamondon Follow @TwoBrosGaming and watch all his videos on NBA 2K18. Best YouTube channel for 2K',,"Mississauga, Ontario",,
"b""@afdcaptrb Watching very few games but getting radio so the games I've seen his side to side is horrible and he's l\\u2026 https://t.co/3szsUXAV8a""",,"St. Catharines, Ontario",,
"b'Henrik Haapala with 3 assists for Springfield, has 6 pts in 6 games this season. #FlaPanthers #AHL'","FlaPanthers,AHL","Montr̩al, Qu̩bec",,
"b""@PaulReiser GREAT job on Stranger Things! It's been a joy to watch your scenes""",,"Edmonton, Alberta",,
b'@TheEagleDares Melnick must not know how democratic elections work. #Exposnation must be feeling the heat. Scotty',Exposnation,"Ottawa, Ontario",,
"b'""Repentance""\\nPasteur Doug Batchelor\\n\\nhttps://t.co/zH0BIe7Zdz \\nSHARE, work for JESUS ,friend'",,Canada,,
"b'@ellenlovesh50 @Sarahflo93 She needs to watch, Danny meets Junior.'",,"Winnipeg, Manitoba",,
b'Disguised the motorcycle . Ya that works . No one would recognize the one motorcycle in town \\U0001f644 #dateline',dateline,"Toronto, Ontario",,
b'A week off work is cook and all but I need to make sales if ya girl is gonna go to Colorado/make money',,"Hamilton, Ontario",,
b'Someone who worked for Twitter decided to delete Trump\\u2019s account on their last shift at work and @TwitterGov is live tweeting it. It\\u2019s wild',,"New Westminster, British Columbia",,
b'Young white boy at work won\\u2019t live in a place without underground parking because it makes him feel safe but like what are men afraid of?',,"Edmonton, Alberta",,
b'@TroydanGaming if you want to be losing your shit watching this video that will be up on Sunday and the dunk contest with be amazing',,"Clarington, Ontario",,
b'#fakecowboysquestions \\nGave notice at work\\nShould I',fakecowboysquestions,"Edmonton, Alberta",,
b'@thedak @andytouch So very welcome! Strong work you guys!',,"Montr̩al, Qu̩bec",,
"b""@vexedmuddler I'll email software. I think I have a solution which works. We'll just need to make one connection to\\u2026 https://t.co/FgwbA9FII3""",,"Toronto, Ontario",,
b'The guys that mop up sweat from the court at NBA games are my spirit animal.',,"Ottawa, Ontario",,
b'@EddieIfft Patient Zero always seems to find a way to squirm out in most horror movies.',,"Nanaimo, British Columbia",,
b'okay i\\u2019ve been watching movies all day and ran out of what to watch.. soo like please tell me some good movies\\u203c\\ufe0f\\u203c\\ufe0f',,"Winnipeg, Manitoba",,
"b""I'm out. They know I'm queer. They know my work is talking to people about sex and sexuality. ... And y'all I don't start these convos.""",,"Toronto, Ontario",,
b'A work in progress \\n.\\n.\\n.\\n.\\n#girl #girls #love #me #cute #picoftheday #beautiful #photooftheday\\u2026 https://t.co/UbQLIndHng',"girl,girls,love,me,cute,picoftheday,beautiful,photooftheday","Toronto, Ontario",,
b'Light work. \\n\\n@jakewithers4 making it look easy https://t.co/fg2rULrIVO',,"Brant, Ontario",,
"b'Mathieu Joseph with 2g, 1a, Anthony Cirelli with 2 assists. Cirelli has 8 pts in 11 games. Game tied 5-5. #GoBolts #AHL @SyracuseCrunch'","GoBolts,AHL","Montr̩al, Qu̩bec",,
b'Home work on a Friday night no time to bugger around \\U0001f61d https://t.co/KdNz40obp4',,"Cote 64, Saskatchewan",,
b'friday night spent with video games &lt,3',,,
b'We\\u2019ve been working to prepare for and understand the meaning of Remembrance Day in Canada. What does peace mean to\\u2026 https://t.co/0VXIHAnekB',,"Red Deer, Alberta",,
"b""@jpineda1215 Only need to watch @AFKGorilla's video then youre good.""",,"Ottawa, Ontario",,
b'Super coverage of the Midget Championship. @HEMJesse @HESNathletics \\nMore work to do @ mentoring respect/class w/ some trash talkers still',,"Ottawa, Ontario",,
b'First Cats game I don\\u2019t watch all szn and they post a shutty. Unreal.',,"Kitchener, Ontario",,
b'@hurrrdurrr Alright. Gotta go to work in awhile. Making egg nog tonight FYI',,"Greater Vancouver, British Columbia",,
b'@JONSBHBRO @DonnieWahlberg It is and I am all cozy watching my fave show #bluebloods',bluebloods,"Winnipeg, Manitoba",,
"b'So proud of these kids! So much passion, positive energy, and hard work. They pulled me on stage\\u2026 https://t.co/MjH33r0lhT'",,"Caledon, Ontario",,
b'Tomorrow I get to work for 13 hour and I\\u2019m probably only going to have about 3 hours of sleep',,"Halifax, Nova Scotia",,
"b'@BlakeSiefken @Victor_Lucas @Vics_Basement I meant to write ""always when I\'m working"" but must of accidentally tweeted ""Always"".'",,"New Tecumseth, Ontario",,
"b'Want to work in #Qu\\xe9becCity, QC? View our latest opening: https://t.co/ZxgHFQf00M #Accounting #Job #Jobs #Hiring #CareerArc'","Qu̩becCity,Accounting,Job,Jobs,Hiring,CareerArc","Qu̩bec, Canada",,
b'@Marina_Sirtis Tried to watch but a company called Tello wants me to pay. Will try to find another service. Wishing\\u2026 https://t.co/24mllVcYtR',,"Toronto, Ontario",,
"b'G had a good long nap this morning \\U0001f44c\\U0001f3fb got bottles boiled, ate breakfast, folded laundry, got more on and worked on some Xmas gifts \\U0001f384#thanksG'",thanksG,"Thompson, Manitoba",,
"b'Want to work in #Edmonton, AB? View our latest opening: https://t.co/dHvBWByFCt #Hospitality #Job #Jobs #Hiring #CareerArc'","Edmonton,Hospitality,Job,Jobs,Hiring,CareerArc","Edmonton, Alberta",,
"b'.@BizExpertise launches Factory: co-working 4 at-home professionals, ind. contractors &amp; isolated workers https://t.co/J3TcMhi6zH @north_news'",,"Toronto, Ontario",,
"b""Want to work at Robert Half Technology? We're #hiring in #Ottawa, ON! Click for details: https://t.co/JLLlnnxaqB #IT #Job #Jobs #CareerArc""","hiring,Ottawa,IT,Job,Jobs,CareerArc","Ottawa, Ontario",,
"b""Taking a break to catch up on some creative work. Operate better when there's a hustle... https://t.co/55x4YXCryE https://t.co/HJB7MyVISr""",,"Hamilton, Ontario",,
b'Lovely work by @ying_gao_ https://t.co/MUBYACe9G8 https://t.co/RDp6KGtBWu',,"Toronto, Ontario",,
"b""Hire this person! I've been following Jonas for years and have been consistently blown away by all of their work. A\\u2026 https://t.co/Fb8AvpHJzM""",,"Ottawa, Ontario",,
"b""It's chilly out there today \\u2744\\ufe0f Doing some #PA is a great way to warm up (or snuggling your loved ones extra tight!)\\u2026 https://t.co/CSUtJtcBeR""",PA,University of Calgary,,
b'Sonja Stuart and I working with teachers from 8 schools. Discovering the value of dual language books',,"Halifax, Nova Scotia",,
"b""@NHL you GOTTA FINE that REF for DUMB PENALTY shot call on #LAKINGS for a STICK WAVE! CAN't INFLUENCE games by MAKING UP your OWN RULES""",LAKINGS,"London, Ontario",,
b'125 new affordable housing units by 2021 - watch us go!!!! #ottsynod #humanright #angliCAN',"ottsynod,humanright,angliCAN","Ottawa, Ontario",,
b'The Clay Guys working with some grade 3 students . #handsonlearning #creativity @ Johnny Bright\\u2026 https://t.co/XRFVRCCVRq',"handsonlearning,creativity","Edmonton, Alberta",,
b'@FSU_GoldenGirls Congrats to Lizzy being Golden Girl of the week she is a dedicated hard working lovely individual \\u270c\\u2764\\u2698\\U0001f337',,"Portage la Prairie, Manitoba",,
b'Sonja Stuart and I working with teachers from 8 schools. Discovering the value of dual language books https://t.co/dfDvi5LCtN',,"Halifax, Nova Scotia",,
b'We are deeply grateful to our Province who are deeply committed to this work as well. #OttSynod #AffordableHousing',"OttSynod,AffordableHousing","Ottawa, Ontario",,
b'I\\u2019m literally only watching this show because Jim and Pam make me happy https://t.co/iwjU7EwYYb',,"Calgary, Alberta",,
"b'There is a grown ass man at work in a full devil costume, tiny red devil horns, long black cape and all #HappyHalloween\\xa0 \\U0001f47a\\U0001f479'",HappyHalloween,"Windsor, Ontario",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/8ZsRULbgao #Insurance #Hiring #CareerArc""","Toronto,job,Insurance,Hiring,CareerArc","Toronto, Ontario",,
"b""Way to go, Medicine Hat twitter community! #CHATFoodDrive is now trending... lets get it even bigger! We're watchi\\u2026 https://t.co/0CJYSYvmCK""",CHATFoodDrive,"Division No. 1, Alberta",,
"b""Warren Foegele with a goal in Charlotte's 5-3 loss to Springfield, he now has 8 goals in 13 games this season.\\n\\nZyk\\u2026 https://t.co/eV9dr9f9kb""",,"Montr̩al, Qu̩bec",,
"b""If you're looking for work in #PortStanley, ON, check out this #job: https://t.co/HYaAQSp16N #HealthWelfare #Hiring #CareerArc""","PortStanley,job,HealthWelfare,Hiring,CareerArc","Central Elgin, Ontario",,
"b'Want to work in #Montreal, QC? View our latest opening: https://t.co/uHOkLJA5EM #Retail #Job #Jobs #Hiring #CareerArc'","Montreal,Retail,Job,Jobs,Hiring,CareerArc","Montr̩al, Qu̩bec",,
"b'When I\\u2019m sad I watch elf, bake cookies, and hangout with my dog because those are the 3 happiest things in the world'",,"Sarnia, Ontario",,
"b""@CookProd1 @skellingtor @RosenRot_5 @AwkwardLarissa Despite all the good things i hear of oval racing i can't watch\\u2026 https://t.co/yHwwLlWc1Q""",,"Toronto, Ontario",,
"b""If you're looking for work in #NiagaraOnTheLake, ON, check out this #job: https://t.co/WFMtRxyrgL #CustomerService #Hiring #CareerArc""","NiagaraOnTheLake,job,CustomerService,Hiring,CareerArc","Niagara-on-the-Lake, Ontario",,
"b""If you're looking for work in #Burnaby, BC, check out this #job: https://t.co/5k3ZtJlHGd #CustomerService #Hiring #CareerArc""","Burnaby,job,CustomerService,Hiring,CareerArc","Burnaby, British Columbia",,
b'Cannot overstate how pumped I am to watch this kid with @PredsNHL. https://t.co/8wFum6IwUi',,"Guelph, Ontario",,
b'Great post-doc opportunity to work with a great scientist @uafairbanks #resilience https://t.co/XQvQ2lMCgy',resilience,"Saskatoon, Saskatchewan",,
b'That feeling you get when you think that tomorrow you going back to work.',,"Toronto, Ontario",,
b'My mom is a big work out freak to so she noticed a nigga getting bigger in waist and taste. She pulled me to the si\\u2026 https://t.co/PEWhV7Fsct',,"Toronto, Ontario",,
